Date,MarketCap,Volume,Price,,
2024-01-26,$0.000000000000000000,"$1,479,411",1.535,,
2024-01-25,$0.000000000000000000,"$2,475,057",1.41,,
2024-01-24,$0.000000000000000000,"$4,643,310",1.4,,
2024-01-23,$0.000000000000000000,"$1,192,574",1.2355,,
2024-01-22,$0.000000000000000000,"$405,709",1.0208965,,
2024-01-21,$0.000000000000000000,"$320,646",0.962086,,
2024-01-20,$0.000000000000000000,"$509,124",0.933351,,
2024-01-19,$0.000000000000000000,"$419,259",0.9033625,,
2024-01-18,$0.000000000000000000,"$882,266",0.919941,,
2024-01-17,$0.000000000000000000,"$273,860",0.9413275,,
2024-01-16,$0.000000000000000000,"$283,254",0.9192385,,
2024-01-15,$0.000000000000000000,"$541,145",0.902659,,
2024-01-14,$0.000000000000000000,"$1,588,453",0.922978,,
2024-01-13,$0.000000000000000000,"$583,931",0.885298,,
2024-01-12,$0.000000000000000000,"$1,345,229",0.8354305,,
2024-01-11,$0.000000000000000000,"$1,392,603",0.893034,,
2024-01-10,$0.000000000000000000,"$1,389,490",0.956016,,
2024-01-09,$0.000000000000000000,"$1,745,960",1.0200845,,
2024-01-08,$0.000000000000000000,"$1,074,625",0.954608,,
2024-01-07,$0.000000000000000000,"$405,372",0.8126745,,
2024-01-06,$0.000000000000000000,"$633,846",0.7701605,,
2024-01-05,$0.000000000000000000,"$793,404",0.78602,,
2024-01-04,$0.000000000000000000,"$1,089,639",0.8230835,,
2024-01-03,$0.000000000000000000,"$1,180,832",0.806853,,
2024-01-02,$0.000000000000000000,"$1,905,273",0.8100305,,
2024-01-01,$0.000000000000000000,"$1,135,410",0.786471,,
2023-12-31,$0.000000000000000000,"$548,972",0.6459,,
2023-12-30,$0.000000000000000000,"$533,847",0.588904,,
2023-12-29,$0.000000000000000000,"$1,030,366",0.628134,,
2023-12-28,$0.000000000000000000,"$614,373",0.657035,,
2023-12-27,$0.000000000000000000,"$854,378",0.6510515,,
2023-12-26,$0.000000000000000000,"$708,217",0.6656575,,
2023-12-25,$0.000000000000000000,"$748,556",0.6923885,,
2023-12-24,$0.000000000000000000,"$974,406",0.727547,,
2023-12-23,$0.000000000000000000,"$821,709",0.7040565,,
2023-12-22,$0.000000000000000000,"$1,056,640",0.6802205,,
2023-12-21,$0.000000000000000000,"$1,285,095",0.745037,,
2023-12-20,$0.000000000000000000,"$4,624,687",0.7486365,,
2023-12-19,$0.000000000000000000,"$1,549,434",0.619384,,
2023-12-18,$0.000000000000000000,"$603,218",0.5023565,,
2023-12-17,$0.000000000000000000,"$930,914",0.5160925,,
2023-12-16,$0.000000000000000000,"$1,578,879",0.568686,,
2023-12-15,$0.000000000000000000,"$1,543,339",0.6583045,,
2023-12-14,$0.000000000000000000,"$1,804,145",0.690316,,
2023-12-13,$0.000000000000000000,"$1,225,232",0.6467105,,
2023-12-12,$0.000000000000000000,"$1,459,710",0.6475015,,
2023-12-11,$0.000000000000000000,"$1,004,693",0.7202635,,
2023-12-10,$0.000000000000000000,"$1,283,891",0.7462555,,
2023-12-09,$0.000000000000000000,"$2,800,575",0.7542255,,
2023-12-08,$0.000000000000000000,"$1,529,434",0.7403695,,
2023-12-07,$0.000000000000000000,"$2,019,122",0.6569355,,
2023-12-06,$0.000000000000000000,"$1,043,991",0.5236125,,
2023-12-05,$0.000000000000000000,"$1,171,619",0.4787475,,
2023-12-04,$0.000000000000000000,"$1,170,428",0.51697,,
2023-12-03,$0.000000000000000000,"$1,697,738",0.570873,,
2023-12-02,$0.000000000000000000,"$1,131,369",0.5970445,,
2023-12-01,$0.000000000000000000,"$474,077",0.529606,,
2023-11-30,$0.000000000000000000,"$1,125,752",0.488812,,
2023-11-29,$0.000000000000000000,"$1,690,644",0.5215635,,
2023-11-28,$0.000000000000000000,"$1,456,164",0.483292,,
2023-11-27,$0.000000000000000000,"$876,072",0.407356,,
2023-11-26,$0.000000000000000000,"$861,789",0.4633925,,
2023-11-25,$0.000000000000000000,"$990,406",0.4839225,,
2023-11-24,$0.000000000000000000,"$1,330,754",0.460495,,
2023-11-23,$0.000000000000000000,"$1,980,970",0.5301125,,
2023-11-22,$0.000000000000000000,"$1,511,565",0.4781105,,
2023-11-21,$0.000000000000000000,"$2,643,530",0.3724765,,
2023-11-20,$0.000000000000000000,"$4,540,236",0.4616955,,
2023-11-19,$0.000000000000000000,"$2,385,119",0.456685,,
2023-11-18,$0.000000000000000000,"$896,187",0.306432,,
2023-11-17,$0.000000000000000000,"$1,566,127",0.2158305,,
2023-11-16,$0.000000000000000000,"$2,281,521",0.242204,,
2023-11-15,$0.000000000000000000,"$1,034,040",0.2485895,,
2023-11-14,$0.000000000000000000,"$628,267",0.1702665,,
2023-11-13,$0.000000000000000000,"$1,148,247",0.156695,,
2023-11-12,$0.000000000000000000,"$1,832,789",0.199977,,
2023-11-11,$0.000000000000000000,"$2,349,744",0.2377875,,
2023-11-10,$0.000000000000000000,"$922,420",0.172461,,
2023-11-09,$0.000000000000000000,"$243,148",0.062666895,,
2023-11-08,$0.000000000000000000,"$142,930",0.029271845,,
2023-11-07,$0.000000000000000000,"$123,452",0.019549255,,
2023-11-06,$0.000000000000000000,"$113,380",0.017420465,,
2023-11-05,$0.000000000000000000,"$128,646",0.017277945,,
2023-11-04,$0.000000000000000000,"$132,703",0.017486165,,
2023-11-03,$0.000000000000000000,"$132,781",0.016152735,,
2023-11-02,$0.000000000000000000,"$110,154",0.01351047,,
2023-11-01,$0.000000000000000000,"$100,546",0.01211771,,
2023-10-31,$0.000000000000000000,"$114,836",0.01173276,,
2023-10-30,$0.000000000000000000,"$102,615",0.01168104,,
2023-10-29,$0.000000000000000000,"$127,390",0.01158155,,
2023-10-28,$0.000000000000000000,"$119,287",0.01137777,,
2023-10-27,$0.000000000000000000,"$115,405",0.011184135,,
2023-10-26,$0.000000000000000000,"$127,770",0.01103778,,
2023-10-25,$0.000000000000000000,"$117,722",0.01088512,,
2023-10-24,$0.000000000000000000,"$119,022",0.01069812,,
2023-10-23,$0.000000000000000000,"$123,347",0.01069487,,
2023-10-22,$0.000000000000000000,"$127,024",0.0107193,,
2023-10-21,$0.000000000000000000,"$117,639",0.01071979,,
2023-10-20,$0.000000000000000000,"$114,013",0.01072235,,
2023-10-19,$0.000000000000000000,"$98,270",0.01071685,,
2023-10-18,$0.000000000000000000,"$102,888",0.010815185,,
2023-10-17,$0.000000000000000000,"$107,269",0.010903115,,
2023-10-16,$0.000000000000000000,"$100,951",0.01094672,,
2023-10-15,$0.000000000000000000,"$89,675",0.010995625,,
2023-10-14,$0.000000000000000000,"$111,029",0.011022985,,
2023-10-13,$0.000000000000000000,"$101,313",0.01088028,,
2023-10-12,$0.000000000000000000,"$106,667",0.010692555,,
2023-10-11,$0.000000000000000000,"$96,745",0.01070533,,
2023-10-10,$0.000000000000000000,"$111,074",0.01080322,,
2023-10-09,$0.000000000000000000,"$96,041",0.010809125,,
2023-10-08,$0.000000000000000000,"$117,713",0.010750925,,
2023-10-07,$0.000000000000000000,"$107,483",0.010759685,,
2023-10-06,$0.000000000000000000,"$112,720",0.01077638,,
2023-10-05,$0.000000000000000000,"$110,804",0.01079726,,
2023-10-04,$0.000000000000000000,"$100,133",0.010798625,,
2023-10-03,$0.000000000000000000,"$90,440",0.010826085,,
2023-10-02,$0.000000000000000000,"$105,922",0.010836235,,
2023-10-01,$0.000000000000000000,"$111,191",0.010815025,,
2023-09-30,$0.000000000000000000,"$116,377",0.010849285,,
2023-09-29,$0.000000000000000000,"$95,748",0.01087276,,
2023-09-28,$0.000000000000000000,"$93,314",0.010942365,,
2023-09-27,$0.000000000000000000,"$84,434",0.01102198,,
2023-09-26,$0.000000000000000000,"$102,183",0.01102085,,
2023-09-25,$0.000000000000000000,"$102,492",0.01107963,,
2023-09-24,$0.000000000000000000,"$104,995",0.011252105,,
2023-09-23,$0.000000000000000000,"$102,282",0.011340355,,
2023-09-22,$0.000000000000000000,"$102,291",0.01129725,,
2023-09-21,$0.000000000000000000,"$74,475",0.01130867,,
2023-09-20,$0.000000000000000000,"$102,799",0.011344615,,
2023-09-19,$0.000000000000000000,"$81,792",0.01135121,,
2023-09-18,$0.000000000000000000,"$94,924",0.011370095,,
2023-09-17,$0.000000000000000000,"$76,912",0.011357355,,
2023-09-16,$0.000000000000000000,"$85,418",0.011348525,,
2023-09-15,$0.000000000000000000,"$89,963",0.01136474,,
2023-09-14,$0.000000000000000000,"$99,240",0.011367125,,
2023-09-13,$0.000000000000000000,"$105,104",0.01138208,,
2023-09-12,$0.000000000000000000,"$88,168",0.011386795,,
2023-09-11,$0.000000000000000000,"$87,371",0.011460615,,
2023-09-10,$0.000000000000000000,"$89,183",0.01155831,,
2023-09-09,$0.000000000000000000,"$94,578",0.011617775,,
2023-09-08,$0.000000000000000000,"$97,168",0.01160249,,
2023-09-07,$0.000000000000000000,"$88,288",0.011554565,,
2023-09-06,$0.000000000000000000,"$85,177",0.01156379,,
2023-09-05,$0.000000000000000000,"$80,023",0.011571975,,
2023-09-04,$0.000000000000000000,"$92,164",0.011699665,,
2023-09-03,$0.000000000000000000,"$105,920",0.011832285,,
2023-09-02,$0.000000000000000000,"$95,973",0.011886295,,
2023-09-01,$0.000000000000000000,"$90,282",0.01192276,,
2023-08-31,$0.000000000000000000,"$96,617",0.01200697,,
2023-08-30,$0.000000000000000000,"$107,698",0.012137405,,
2023-08-29,$0.000000000000000000,"$94,776",0.012146295,,
2023-08-28,$0.000000000000000000,"$40,952",0.012091585,,
2023-08-27,$0.000000000000000000,"$31,800",0.012096335,,
2023-08-26,$0.000000000000000000,"$37,543",0.01213106,,
2023-08-25,$0.000000000000000000,"$31,510",0.012099445,,
2023-08-24,$0.000000000000000000,"$40,177",0.0121969,,
2023-08-23,$0.000000000000000000,"$35,779",0.01231447,,
2023-08-22,$0.000000000000000000,"$37,681",0.01228372,,
2023-08-21,$0.000000000000000000,"$33,953",0.012305645,,
2023-08-20,$0.000000000000000000,"$32,994",0.012440565,,
2023-08-19,$0.000000000000000000,"$32,467",0.012540505,,
2023-08-18,$0.000000000000000000,"$32,868",0.01256896,,
2023-08-17,$0.000000000000000000,"$21,997",0.01250549,,
2023-08-16,$0.000000000000000000,"$28,588",0.0124622,,
2023-08-15,$0.000000000000000000,"$29,902",0.012572655,,
2023-08-14,$0.000000000000000000,"$31,355",0.012634815,,
2023-08-13,$0.000000000000000000,"$30,532",0.01268088,,
2023-08-12,$0.000000000000000000,"$35,105",0.012705555,,
2023-08-11,$0.000000000000000000,"$30,969",0.01271219,,
2023-08-10,$0.000000000000000000,"$35,446",0.01272084,,
2023-08-09,$0.000000000000000000,"$33,084",0.01268775,,
2023-08-08,$0.000000000000000000,"$32,467",0.01265247,,
2023-08-07,$0.000000000000000000,"$31,462",0.012617035,,
2023-08-06,$0.000000000000000000,"$19,402.40",0.012607375,,
2023-08-05,$0.000000000000000000,"$29,835",0.01260378,,
2023-08-04,$0.000000000000000000,"$31,506",0.0126578,,
2023-08-03,$0.000000000000000000,"$31,887",0.0127234,,
2023-08-02,$0.000000000000000000,"$34,906",0.012743325,,
2023-08-01,$0.000000000000000000,"$33,599",0.01270471,,
2023-07-31,$0.000000000000000000,"$17,354.88",0.012691995,,
2023-07-30,$0.000000000000000000,"$29,380",0.012849605,,
2023-07-29,$0.000000000000000000,"$36,027",0.01298938,,
2023-07-28,$0.000000000000000000,"$39,865",0.012962795,,
2023-07-27,$0.000000000000000000,"$35,998",0.012926905,,
2023-07-26,$0.000000000000000000,"$33,124",0.01294533,,
2023-07-25,$0.000000000000000000,"$39,418",0.01295166,,
2023-07-24,$0.000000000000000000,"$33,299",0.012950735,,
2023-07-23,$0.000000000000000000,"$35,964",0.012962795,,
2023-07-22,$0.000000000000000000,"$30,382",0.01296425,,
2023-07-21,$0.000000000000000000,"$28,269",0.012969515,,
2023-07-20,$0.000000000000000000,"$30,978",0.012969435,,
2023-07-19,$0.000000000000000000,"$36,638",0.01291857,,
2023-07-18,$0.000000000000000000,"$14,419.54",0.01290021,,
2023-07-17,$0.000000000000000000,"$41,686",0.01293608,,
2023-07-16,$0.000000000000000000,"$36,681",0.01293814,,
2023-07-15,$0.000000000000000000,"$40,421",0.01297363,,
2023-07-14,$0.000000000000000000,"$38,658",0.01314959,,
2023-07-13,$0.000000000000000000,"$46,379",0.01338567,,
2023-07-12,$0.000000000000000000,"$52,077",0.013510285,,
2023-07-11,$0.000000000000000000,"$48,272",0.013423285,,
2023-07-10,$0.000000000000000000,"$33,436",0.013310195,,
2023-07-09,$0.000000000000000000,"$39,099",0.01329281,,
2023-07-08,$0.000000000000000000,"$39,406",0.01333181,,
2023-07-07,$0.000000000000000000,"$47,916",0.013381845,,
2023-07-06,$0.000000000000000000,"$48,604",0.01352255,,
2023-07-05,$0.000000000000000000,"$50,031",0.013701485,,
2023-07-04,$0.000000000000000000,"$37,135",0.01376374,,
2023-07-03,$0.000000000000000000,"$25,377",0.013746075,,
2023-07-02,$0.000000000000000000,"$35,236",0.01389637,,
2023-07-01,$0.000000000000000000,"$39,148",0.014144415,,
2023-06-30,$0.000000000000000000,"$47,367",0.01427492,,
2023-06-29,$0.000000000000000000,"$50,802",0.01418872,,
2023-06-28,$0.000000000000000000,"$56,994",0.014330595,,
2023-06-27,$0.000000000000000000,"$51,179",0.01463923,,
2023-06-26,$0.000000000000000000,"$22,070",0.01464914,,
2023-06-25,$0.000000000000000000,"$11,579.45",0.01461546,,
2023-06-24,$0.000000000000000000,"$13,895.42",0.01469433,,
2023-06-23,$0.000000000000000000,"$10,454.21",0.01501046,,
2023-06-22,$0.000000000000000000,"$11,671.64",0.015276485,,
2023-06-21,$0.000000000000000000,"$8,915.60",0.015291785,,
2023-06-20,$0.000000000000000000,"$40,750",0.015285595,,
2023-06-19,$0.000000000000000000,"$41,380",0.015278105,,
2023-06-18,$0.000000000000000000,"$56,859",0.015238025,,
2023-06-17,$0.000000000000000000,"$46,459",0.015424515,,
2023-06-16,$0.000000000000000000,"$57,267",0.01551763,,
2023-06-15,$0.000000000000000000,"$50,377",0.015221615,,
2023-06-14,$0.000000000000000000,"$55,045",0.015313005,,
2023-06-13,$0.000000000000000000,"$23,574",0.01558817,,
2023-06-12,$0.000000000000000000,"$33,374",0.015676645,,
2023-06-11,$0.000000000000000000,"$52,015",0.015824265,,
2023-06-10,$0.000000000000000000,"$53,109",0.015913065,,
2023-06-09,$0.000000000000000000,"$35,581",0.01597562,,
2023-06-08,$0.000000000000000000,"$47,263",0.015855965,,
2023-06-07,$0.000000000000000000,"$45,144",0.01569542,,
2023-06-06,$0.000000000000000000,"$50,178",0.015591235,,
2023-06-05,$0.000000000000000000,"$44,105",0.01562863,,
2023-06-04,$0.000000000000000000,"$51,092",0.015762165,,
2023-06-03,$0.000000000000000000,"$44,588",0.01575061,,
2023-06-02,$0.000000000000000000,"$45,266",0.01571637,,
2023-06-01,$0.000000000000000000,"$42,685",0.015731915,,
2023-05-31,$0.000000000000000000,"$46,010",0.015762855,,
2023-05-30,$0.000000000000000000,"$42,397",0.01578612,,
2023-05-29,$0.000000000000000000,"$45,311",0.015799815,,
2023-05-28,$0.000000000000000000,"$46,858",0.015796625,,
2023-05-27,$0.000000000000000000,"$54,084",0.01579441,,
2023-05-26,$0.000000000000000000,"$44,577",0.01579117,,
2023-05-25,$0.000000000000000000,"$63,711",0.01577936,,
2023-05-24,$0.000000000000000000,"$39,021",0.015513305,,
2023-05-23,$0.000000000000000000,"$47,503",0.01528392,,
2023-05-22,$0.000000000000000000,"$47,126",0.01529708,,
2023-05-21,$0.000000000000000000,"$50,985",0.01529988,,
2023-05-20,$0.000000000000000000,"$43,829",0.0154322,,
2023-05-19,$0.000000000000000000,"$45,525",0.015552005,,
2023-05-18,$0.000000000000000000,"$42,278",0.015473685,,
2023-05-17,$0.000000000000000000,"$56,764",0.015407315,,
2023-05-16,$0.000000000000000000,"$49,984",0.01543076,,
2023-05-15,$0.000000000000000000,"$41,618",0.015460965,,
2023-05-14,$0.000000000000000000,"$39,208",0.01549045,,
2023-05-13,$0.000000000000000000,"$39,597",0.015491155,,
2023-05-12,$0.000000000000000000,"$55,268",0.015492085,,
2023-05-11,$0.000000000000000000,"$44,725",0.015510035,,
2023-05-10,$0.000000000000000000,"$47,668",0.015506065,,
2023-05-09,$0.000000000000000000,"$64,038",0.01549778,,
2023-05-08,$0.000000000000000000,"$61,804",0.015639195,,
2023-05-07,$0.000000000000000000,"$62,169",0.015759515,,
2023-05-06,$0.000000000000000000,"$59,292",0.01576697,,
2023-05-05,$0.000000000000000000,"$59,706",0.015814015,,
2023-05-04,$0.000000000000000000,"$61,047",0.015846305,,
2023-05-03,$0.000000000000000000,"$61,797",0.01588971,,
2023-05-02,$0.000000000000000000,"$56,549",0.015948595,,
2023-05-01,$0.000000000000000000,"$63,238",0.01596778,,
2023-04-30,$0.000000000000000000,"$53,313",0.0160897,,
2023-04-29,$0.000000000000000000,"$58,901",0.016318265,,
2023-04-28,$0.000000000000000000,"$64,931",0.01635323,,
2023-04-27,$0.000000000000000000,"$61,080",0.01657826,,
2023-04-26,$0.000000000000000000,"$64,286",0.016911605,,
2023-04-25,$0.000000000000000000,"$64,188",0.01694216,,
2023-04-24,$0.000000000000000000,"$62,221",0.01692016,,
2023-04-23,$0.000000000000000000,"$67,277",0.016893895,,
2023-04-22,$0.000000000000000000,"$58,938",0.016858935,,
2023-04-21,$0.000000000000000000,"$59,597",0.01689203,,
2023-04-20,$0.000000000000000000,"$64,824",0.01695613,,
2023-04-19,$0.000000000000000000,"$66,124",0.017010365,,
2023-04-18,$0.000000000000000000,"$65,991",0.01704971,,
2023-04-17,$0.000000000000000000,"$52,382",0.017022405,,
2023-04-16,$0.000000000000000000,"$67,517",0.01712071,,
2023-04-15,$0.000000000000000000,"$64,891",0.0172095,,
2023-04-14,$0.000000000000000000,"$65,077",0.017146515,,
2023-04-13,$0.000000000000000000,"$63,269",0.01711884,,
2023-04-12,$0.000000000000000000,"$70,089",0.01712617,,
2023-04-11,$0.000000000000000000,"$62,320",0.016880695,,
2023-04-10,$0.000000000000000000,"$65,376",0.01661968,,
2023-04-09,$0.000000000000000000,"$65,838",0.01664572,,
2023-04-08,$0.000000000000000000,"$70,537",0.016786125,,
2023-04-07,$0.000000000000000000,"$65,604",0.016922405,,
2023-04-06,$0.000000000000000000,"$66,923",0.01687405,,
2023-04-05,$0.000000000000000000,"$63,788",0.016837615,,
2023-04-04,$0.000000000000000000,"$66,903",0.016965685,,
2023-04-03,$0.000000000000000000,"$64,660",0.017133785,,
2023-04-02,$0.000000000000000000,"$66,545",0.017168955,,
2023-04-01,$0.000000000000000000,"$63,431",0.0171617,,
2023-03-31,$0.000000000000000000,"$65,691",0.01724524,,
2023-03-30,$0.000000000000000000,"$56,121",0.017159395,,
2023-03-29,$0.000000000000000000,"$63,240",0.017238735,,
2023-03-28,$0.000000000000000000,"$63,215",0.01745305,,
2023-03-27,$0.000000000000000000,"$66,379",0.01743434,,
2023-03-26,$0.000000000000000000,"$67,106",0.01746633,,
2023-03-25,$0.000000000000000000,"$64,922",0.017492485,,
2023-03-24,$0.000000000000000000,"$60,467",0.017387515,,
2023-03-23,$0.000000000000000000,"$59,509",0.01733571,,
2023-03-22,$0.000000000000000000,"$57,251",0.01737178,,
2023-03-21,$0.000000000000000000,"$58,174",0.01753721,,
2023-03-20,$0.000000000000000000,"$55,277",0.01762099,,
2023-03-19,$0.000000000000000000,"$60,875",0.01754789,,
2023-03-18,$0.000000000000000000,"$55,964",0.01739658,,
2023-03-17,$0.000000000000000000,"$65,984",0.017165385,,
2023-03-16,$0.000000000000000000,"$59,041",0.017697295,,
2023-03-15,$0.000000000000000000,"$61,586",0.018297465,,
2023-03-14,$0.000000000000000000,"$59,658",0.018130025,,
2023-03-13,$0.000000000000000000,"$59,071",0.01794968,,
2023-03-12,$0.000000000000000000,"$63,320",0.017886685,,
2023-03-11,$0.000000000000000000,"$57,531",0.018058275,,
2023-03-10,$0.000000000000000000,"$59,161",0.01820516,,
2023-03-09,$0.000000000000000000,"$59,019",0.01814463,,
2023-03-08,$0.000000000000000000,"$58,789",0.018274095,,
2023-03-07,$0.000000000000000000,"$61,510",0.01840139,,
2023-03-06,$0.000000000000000000,"$57,331",0.01821869,,
2023-03-05,$0.000000000000000000,"$55,891",0.01801871,,
2023-03-04,$0.000000000000000000,"$58,278",0.017984465,,
2023-03-03,$0.000000000000000000,"$56,382",0.017888335,,
2023-03-02,$0.000000000000000000,"$56,800",0.01777629,,
2023-03-01,$0.000000000000000000,"$51,498",0.017770035,,
2023-02-28,$0.000000000000000000,"$56,116",0.01784622,,
2023-02-27,$0.000000000000000000,"$57,510",0.01790694,,
2023-02-26,$0.000000000000000000,"$55,969",0.01789442,,
2023-02-25,$0.000000000000000000,"$56,624",0.017882715,,
2023-02-24,$0.000000000000000000,"$54,554",0.017867985,,
2023-02-23,$0.000000000000000000,"$52,246",0.01778449,,
2023-02-22,$0.000000000000000000,"$49,550",0.01780675,,
2023-02-21,$0.000000000000000000,"$57,622",0.017909435,,
2023-02-20,$0.000000000000000000,"$56,137",0.01810438,,
2023-02-19,$0.000000000000000000,"$54,434",0.018305645,,
2023-02-18,$0.000000000000000000,"$54,665",0.01828254,,
2023-02-17,$0.000000000000000000,"$53,425",0.018368985,,
2023-02-16,$0.000000000000000000,"$57,837",0.018405345,,
2023-02-15,$0.000000000000000000,"$52,910",0.018276465,,
2023-02-14,$0.000000000000000000,"$53,644",0.01805629,,
2023-02-13,$0.000000000000000000,"$51,903",0.01788968,,
2023-02-12,$0.000000000000000000,"$49,208",0.01792545,,
2023-02-11,$0.000000000000000000,"$54,461",0.01794398,,
2023-02-10,$0.000000000000000000,"$53,603",0.01804168,,
2023-02-09,$0.000000000000000000,"$61,988",0.018143455,,
2023-02-08,$0.000000000000000000,"$56,811",0.01841961,,
2023-02-07,$0.000000000000000000,"$58,587",0.018740335,,
2023-02-06,$0.000000000000000000,"$56,272",0.018945715,,
2023-02-05,$0.000000000000000000,"$61,242",0.019290235,,
2023-02-04,$0.000000000000000000,"$59,269",0.01923179,,
2023-02-03,$0.000000000000000000,"$62,895",0.018586825,,
2023-02-02,$0.000000000000000000,"$55,365",0.017785235,,
2023-02-01,$0.000000000000000000,"$49,583",0.01737665,,
2023-01-31,$0.000000000000000000,"$54,890",0.017361525,,
2023-01-30,$0.000000000000000000,"$54,675",0.01736743,,
2023-01-29,$0.000000000000000000,"$56,530",0.01735423,,
2023-01-28,$0.000000000000000000,"$49,695",0.017073255,,
2023-01-27,$0.000000000000000000,"$48,339",0.01664785,,
2023-01-26,$0.000000000000000000,"$47,210",0.01639096,,
2023-01-25,$0.000000000000000000,"$46,476",0.016204145,,
2023-01-24,$0.000000000000000000,"$45,619",0.01586462,,
